simulationId,slug,class,gradeBand,chapter,topic,activityNumber,activityTitle,subject,primaryArchetype,secondaryArchetypes,simulationFormat,xrFitType,comfortRiskLevel,expectedDurationMinutes,packageSizeTargetMb,reuseGroup,implementationNotes
sim-c06-ch10-a02-motion-and-its-types,c6-ch10-a02-motion-and-its-types,6,class6To8,10,Motion and Measurement of Distances,2,Motion and its types,physics,sortingBoard,measurementGraph,interactive3d,strongVrFit,low,9,140,physics:motion-and-measurement-of-distances,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c06-ch11-a01-transparency-translucency-and-opacity,c6-ch11-a01-transparency-translucency-and-opacity,6,class6To8,11,"Light, Shadows and Reflections",1,"Transparency, Translucency and Opacity",physics,experimentBench,,practicalLabSimulation,strongVrFit,low,10,225,physics:light-shadows-and-reflections,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c06-ch11-a02-the-making-of-pinhole-camera,c6-ch11-a02-the-making-of-pinhole-camera,6,class6To8,11,"Light, Shadows and Reflections",2,The making of pinhole camera,physics,experimentBench,processTimeline,practicalLabSimulation,strongVrFit,low,10,225,physics:light-shadows-and-reflections,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c06-ch12-a01-types-of-electric-cells,c6-ch12-a01-types-of-electric-cells,6,class6To8,12,Electricity and Circuits,1,Types of electric Cells,physics,modelInspection,sortingBoard,interactive3d,strongVrFit,low,10,250,physics:electricity-and-circuits,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c06-ch12-a02-different-types-of-electric-circuit-connections,c6-ch12-a02-different-types-of-electric-circuit-connections,6,class6To8,12,Electricity and Circuits,2,Different types of electric circuit connections,physics,modelInspection,sortingBoard,interactive3d,strongVrFit,low,10,250,physics:electricity-and-circuits,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c06-ch12-a03-electric-torch-and-its-parts,c6-ch12-a03-electric-torch-and-its-parts,6,class6To8,12,Electricity and Circuits,3,Electric Torch and its parts,physics,modelInspection,,interactive3d,strongVrFit,low,10,250,physics:electricity-and-circuits,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c06-ch12-a04-conductivity-of-electricity,c6-ch12-a04-conductivity-of-electricity,6,class6To8,12,Electricity and Circuits,4,Conductivity of Electricity,physics,experimentBench,,practicalLabSimulation,strongVrFit,low,10,225,physics:electricity-and-circuits,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c06-ch13-a01-types-of-magnet,c6-ch13-a01-types-of-magnet,6,class6To8,13,Fun with Magnets,1,Types of magnet,physics,modelInspection,sortingBoard,interactive3d,strongVrFit,low,10,250,physics:fun-with-magnets,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c06-ch13-a02-magnetic-and-non-magnetic-materials,c6-ch13-a02-magnetic-and-non-magnetic-materials,6,class6To8,13,Fun with Magnets,2,Magnetic and non-magnetic materials,physics,modelInspection,,interactive3d,strongVrFit,low,10,250,physics:fun-with-magnets,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c06-ch13-a03-poles-of-magnet,c6-ch13-a03-poles-of-magnet,6,class6To8,13,Fun with Magnets,3,Poles of magnet,physics,modelInspection,,interactive3d,strongVrFit,low,10,250,physics:fun-with-magnets,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c06-ch13-a04-attraction-and-repulsion-between-magnets,c6-ch13-a04-attraction-and-repulsion-between-magnets,6,class6To8,13,Fun with Magnets,4,Attraction and repulsion between magnets,physics,modelInspection,,interactive3d,strongVrFit,low,10,250,physics:fun-with-magnets,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c06-ch13-a05-magnetic-compass,c6-ch13-a05-magnetic-compass,6,class6To8,13,Fun with Magnets,5,Magnetic compass,physics,modelInspection,,interactive3d,strongVrFit,low,10,250,physics:fun-with-magnets,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c06-ch13-a06-making-of-magnet-at-home,c6-ch13-a06-making-of-magnet-at-home,6,class6To8,13,Fun with Magnets,6,Making of Magnet at home,physics,modelInspection,processTimeline,interactive3d,strongVrFit,low,10,250,physics:fun-with-magnets,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c06-ch13-a07-caution-of-magnet,c6-ch13-a07-caution-of-magnet,6,class6To8,13,Fun with Magnets,7,Caution of magnet,physics,modelInspection,,interactive3d,strongVrFit,low,10,250,physics:fun-with-magnets,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c06-ch14-a01-sources-of-water,c6-ch14-a01-sources-of-water,6,class6To8,14,Water,1,Sources of water,environmentalScience,sortingBoard,,interactive3d,strongVrFit,low,9,140,environmentalScience:water,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c06-ch14-a02-evaporation-of-water-from-wet-clothes,c6-ch14-a02-evaporation-of-water-from-wet-clothes,6,class6To8,14,Water,2,Evaporation of water from wet clothes,environmentalScience,experimentBench,,practicalLabSimulation,strongVrFit,low,10,225,environmentalScience:water,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c06-ch14-a03-water-cycle,c6-ch14-a03-water-cycle,6,class6To8,14,Water,3,Water cycle,environmentalScience,processTimeline,systemMap,guidedVisualization,strongVrFit,low,10,210,environmentalScience:water,"Use staged timeline with progressive reveal, scrubber, cue-card checkpoints, and final sequence recap."
sim-c06-ch14-a04-a-heavy-rainfall,c6-ch14-a04-a-heavy-rainfall,6,class6To8,14,Water,4,A Heavy Rainfall,environmentalScience,modelInspection,,interactive3d,strongVrFit,low,10,250,environmentalScience:water,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c06-ch14-a05-rooftop-rain-water-harvesting,c6-ch14-a05-rooftop-rain-water-harvesting,6,class6To8,14,Water,5,Rooftop Rain Water Harvesting,environmentalScience,processTimeline,,guidedVisualization,strongVrFit,low,10,210,environmentalScience:water,"Use staged timeline with progressive reveal, scrubber, cue-card checkpoints, and final sequence recap."
sim-c06-ch15-a01-presence-of-air-around-us,c6-ch15-a01-presence-of-air-around-us,6,class6To8,15,Air around Us,1,Presence of air around us,environmentalScience,modelInspection,,interactive3d,strongVrFit,low,10,250,environmentalScience:air-around-us,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c06-ch15-a02-presence-of-oxygen-in-the-air,c6-ch15-a02-presence-of-oxygen-in-the-air,6,class6To8,15,Air around Us,2,Presence of oxygen in the air,environmentalScience,modelInspection,,interactive3d,strongVrFit,low,10,250,environmentalScience:air-around-us,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c06-ch15-a03-presence-of-dust-and-smoke-in-air,c6-ch15-a03-presence-of-dust-and-smoke-in-air,6,class6To8,15,Air around Us,3,Presence of dust and smoke in air,environmentalScience,modelInspection,,interactive3d,strongVrFit,low,10,250,environmentalScience:air-around-us,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c06-ch15-a04-presence-of-air-in-water-and-soil,c6-ch15-a04-presence-of-air-in-water-and-soil,6,class6To8,15,Air around Us,4,Presence of air in water and soil,environmentalScience,modelInspection,,interactive3d,strongVrFit,low,10,250,environmentalScience:air-around-us,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c06-ch15-a05-components-of-air,c6-ch15-a05-components-of-air,6,class6To8,15,Air around Us,5,Components of air,environmentalScience,modelInspection,,interactive3d,strongVrFit,low,10,250,environmentalScience:air-around-us,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c06-ch15-a06-the-balance-of-oxygen-and-carbon-dioxide-in-the-air,c6-ch15-a06-the-balance-of-oxygen-and-carbon-dioxide-in-the-air,6,class6To8,15,Air around Us,6,The Balance of oxygen and carbon dioxide in the air,chemistry,systemMap,,guidedVisualization,strongVrFit,low,10,190,chemistry:air-around-us,"Use node-flow system map with visible inputs, outputs, feedback loops, and local-context example where possible."
sim-c06-ch16-a01-waste-disposal-at-landfill,c6-ch16-a01-waste-disposal-at-landfill,6,class6To8,16,"Garbage In, Garbage Out",1,Waste disposal: At landfill,environmentalScience,guidedTour,scenario,virtualFieldVisit,strongVrFit,low,11,375,environmentalScience:garbage-in-garbage-out,"Use bounded teleport or seated 360 scene with hotspots, instructor pauses, and companion observation sheet."
sim-c06-ch16-a02-vermicomposting,c6-ch16-a02-vermicomposting,6,class6To8,16,"Garbage In, Garbage Out",2,Vermicomposting,environmentalScience,modelInspection,,interactive3d,strongVrFit,low,10,250,environmentalScience:garbage-in-garbage-out,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c06-ch16-a03-the-paper-recycling-process-home-made,c6-ch16-a03-the-paper-recycling-process-home-made,6,class6To8,16,"Garbage In, Garbage Out",3,The paper recycling process: Home Made,environmentalScience,processTimeline,,guidedVisualization,strongVrFit,low,10,210,environmentalScience:garbage-in-garbage-out,"Use staged timeline with progressive reveal, scrubber, cue-card checkpoints, and final sequence recap."
sim-c07-ch01-a01-photosynthesis-process,c7-ch01-a01-photosynthesis-process,7,class6To8,1,Nutrition in Plants,1,Photosynthesis process,biology,guidedTour,processTimeline,virtualFieldVisit,strongVrFit,low,11,375,biology:nutrition-in-plants,"Use bounded teleport or seated 360 scene with hotspots, instructor pauses, and companion observation sheet."
sim-c07-ch02-a01-cow-digestive-system,c7-ch02-a01-cow-digestive-system,7,class6To8,2,Nutrition in Animals,1,Cow Digestive system,biology,modelInspection,,interactive3d,strongVrFit,low,10,250,biology:nutrition-in-animals,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c07-ch02-a02-nutrition-in-amoeba,c7-ch02-a02-nutrition-in-amoeba,7,class6To8,2,Nutrition in Animals,2,Nutrition in Amoeba,biology,modelInspection,,interactive3d,strongVrFit,low,10,250,biology:nutrition-in-animals,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c07-ch03-a01-shearing-and-scouring-of-wool,c7-ch03-a01-shearing-and-scouring-of-wool,7,class6To8,3,Fiber to Fabric,1,Shearing and Scouring of Wool,biology,modelInspection,,interactive3d,strongVrFit,low,10,250,biology:fiber-to-fabric,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c07-ch03-a02-sorting-and-dyeing-of-wool,c7-ch03-a02-sorting-and-dyeing-of-wool,7,class6To8,3,Fiber to Fabric,2,Sorting and Dyeing of Wool,science,sortingBoard,,interactive3d,strongVrFit,low,9,140,science:fiber-to-fabric,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c07-ch03-a03-spinning-and-rolling-of-wool,c7-ch03-a03-spinning-and-rolling-of-wool,7,class6To8,3,Fiber to Fabric,3,Spinning and Rolling of Wool,science,modelInspection,,interactive3d,strongVrFit,low,10,250,science:fiber-to-fabric,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c07-ch03-a04-sericulture-rearing-of-silkworms-to-produce-silk,c7-ch03-a04-sericulture-rearing-of-silkworms-to-produce-silk,7,class6To8,3,Fiber to Fabric,4,Sericulture: Rearing of silkworms to produce silk,biology,modelInspection,,interactive3d,strongVrFit,low,10,250,biology:fiber-to-fabric,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c07-ch04-a01-types-of-thermometer,c7-ch04-a01-types-of-thermometer,7,class6To8,4,Heat,1,Types of thermometer,physics,modelInspection,sortingBoard,interactive3d,strongVrFit,low,10,250,physics:heat,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c07-ch04-a02-the-convection-of-water,c7-ch04-a02-the-convection-of-water,7,class6To8,4,Heat,2,The Convection of water,physics,experimentBench,,practicalLabSimulation,strongVrFit,low,10,225,physics:heat,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c07-ch04-a03-the-convection-of-air,c7-ch04-a03-the-convection-of-air,7,class6To8,4,Heat,3,The Convection of air,physics,experimentBench,,practicalLabSimulation,strongVrFit,low,10,225,physics:heat,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c07-ch04-a04-sea-breeze-and-land-breeze,c7-ch04-a04-sea-breeze-and-land-breeze,7,class6To8,4,Heat,4,Sea breeze and land breeze,physics,modelInspection,,interactive3d,strongVrFit,low,10,250,physics:heat,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c07-ch04-a05-heat-absorption-color-matters,c7-ch04-a05-heat-absorption-color-matters,7,class6To8,4,Heat,5,Heat absorption- Color Matters,physics,modelInspection,,interactive3d,strongVrFit,low,10,250,physics:heat,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c07-ch05-a01-the-neutralization-process-using-universal-indicator,c7-ch05-a01-the-neutralization-process-using-universal-indicator,7,class6To8,5,"Acids, Bases and Salts",1,The Neutralization process using Universal Indicator,chemistry,experimentBench,processTimeline,practicalLabSimulation,strongVrFit,low,10,225,chemistry:acids-bases-and-salts,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c07-ch05-a02-natural-indicator-turmeric-paper,c7-ch05-a02-natural-indicator-turmeric-paper,7,class6To8,5,"Acids, Bases and Salts",2,Natural indicator: Turmeric paper,chemistry,modelInspection,,interactive3d,strongVrFit,low,10,250,chemistry:acids-bases-and-salts,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
